,loss,AUC,accuracy,val_loss,val_AUC,val_accuracy
0,0.64232337474823,0.6644451022148132,0.6391176581382751,0.757540762424469,0.6881123185157776,0.5049999952316284
1,0.5702520608901978,0.7119733691215515,0.7079411745071411,0.7497811317443848,0.7301986813545227,0.5649999976158142
2,0.5003610849380493,0.7498237490653992,0.7582352757453918,1.176235556602478,0.7637883424758911,0.5400000214576721
3,0.4542809724807739,0.7772296667098999,0.7829411625862122,1.4447386264801025,0.7871293425559998,0.5
4,0.398562490940094,0.7996883988380432,0.8217647075653076,1.4413264989852905,0.8084288239479065,0.5350000262260437
5,0.382700115442276,0.8171578645706177,0.8229411840438843,0.7898359894752502,0.8252936601638794,0.7300000190734863
6,0.3578043282032013,0.833244264125824,0.8423529267311096,3.1587512493133545,0.8377910256385803,0.4699999988079071
7,0.34624138474464417,0.8430778980255127,0.8500000238418579,3.140923500061035,0.8469261527061462,0.5400000214576721
8,0.3115132749080658,0.8518683910369873,0.8650000095367432,2.895766496658325,0.85586017370224,0.550000011920929
9,0.27050837874412537,0.8608224391937256,0.8841176629066467,0.7050702571868896,0.8659325242042542,0.6949999928474426
10,0.26647043228149414,0.8706755042076111,0.8867647051811218,0.59676194190979,0.8749364018440247,0.7400000095367432
11,0.2587175667285919,0.8788000345230103,0.8897058963775635,0.3686155080795288,0.8830004334449768,0.8450000286102295
12,0.2538985013961792,0.8864421248435974,0.8899999856948853,6.281620502471924,0.8883985280990601,0.550000011920929
13,0.21731144189834595,0.8913938999176025,0.9132353067398071,0.9208906292915344,0.8938716650009155,0.5849999785423279
14,0.23907801508903503,0.8963978290557861,0.9032353162765503,0.6402099132537842,0.8988215327262878,0.7950000166893005
15,0.20621484518051147,0.9015161395072937,0.9150000214576721,2.339653253555298,0.9032534956932068,0.5600000023841858
16,0.1689067929983139,0.905455470085144,0.9285294413566589,0.9911845326423645,0.9079350829124451,0.7149999737739563
17,0.15046988427639008,0.9104791879653931,0.942058801651001,0.5319000482559204,0.9130108952522278,0.8299999833106995
18,0.14731954038143158,0.915504515171051,0.9429411888122559,0.4360105097293854,0.9176398515701294,0.8299999833106995
19,0.1131691038608551,0.9201635718345642,0.9564706087112427,1.0336244106292725,0.9222148656845093,0.7549999952316284
20,0.10696116834878922,0.9243515729904175,0.9597058892250061,0.7867241501808167,0.9262788891792297,0.7850000262260437
21,0.1541297286748886,0.9276493787765503,0.9429411888122559,0.547351598739624,0.9291629791259766,0.8149999976158142
22,0.10201065242290497,0.9310123324394226,0.9602941274642944,0.9503903388977051,0.9324926733970642,0.7699999809265137
23,0.06516441702842712,0.934245228767395,0.9744117856025696,1.2670799493789673,0.9358359575271606,0.7549999952316284
24,0.10980008542537689,0.9372207522392273,0.9608823657035828,0.9750909209251404,0.9382414817810059,0.7799999713897705
25,0.08050498366355896,0.939603865146637,0.9694117903709412,0.6599823236465454,0.9408969283103943,0.8199999928474426
26,0.06512036174535751,0.9422684907913208,0.9785293936729431,0.9926771521568298,0.9434250593185425,0.7450000047683716
27,0.08944124728441238,0.9446011781692505,0.9670588374137878,1.025986671447754,0.9453872442245483,0.7699999809265137
28,0.07266106456518173,0.9464161992073059,0.9700000286102295,0.6077735424041748,0.9474970102310181,0.8199999928474426
29,0.031162697821855545,0.9487326741218567,0.9900000095367432,1.31369948387146,0.9496675133705139,0.6549999713897705
30,0.051056768745183945,0.9505676031112671,0.9817647337913513,0.4769202470779419,0.9515469670295715,0.8450000286102295
31,0.06278258562088013,0.9525262713432312,0.977647066116333,3.7222092151641846,0.9528341293334961,0.5450000166893005
32,0.07074103504419327,0.9533212780952454,0.9755882620811462,1.1379387378692627,0.9539774656295776,0.7749999761581421
33,0.032670892775058746,0.9548115730285645,0.9891176223754883,1.3331788778305054,0.955547034740448,0.75
34,0.02226945012807846,0.9563743472099304,0.9926470518112183,0.8606386780738831,0.9571233987808228,0.8199999928474426
35,0.05064926669001579,0.9578266739845276,0.9844117760658264,1.180505633354187,0.958369255065918,0.7799999713897705
36,0.06672882288694382,0.9588467478752136,0.9755882620811462,0.7013823986053467,0.9594666361808777,0.8399999737739563
37,0.04726652801036835,0.9601365327835083,0.9844117760658264,0.6624214053153992,0.9606724381446838,0.8299999833106995
38,0.037328317761421204,0.9612677097320557,0.9864705801010132,0.7400382161140442,0.9618502259254456,0.824999988079071
39,0.023975791409611702,0.9624645113945007,0.9920588135719299,0.6092550158500671,0.9630404710769653,0.8600000143051147
40,0.011478851549327374,0.9636549949645996,0.9970588088035583,0.6042369604110718,0.9642254114151001,0.8349999785423279
41,0.02732500433921814,0.9647710919380188,0.9897058606147766,0.5936816930770874,0.9652448892593384,0.8199999928474426
42,0.047124218195676804,0.9656878113746643,0.9814705848693848,1.074619174003601,0.9660528302192688,0.800000011920929
43,0.051799096167087555,0.9663792252540588,0.9817647337913513,0.7517220377922058,0.9667761921882629,0.8199999928474426
44,0.02710646018385887,0.9672190546989441,0.9891176223754883,1.5022486448287964,0.9675374627113342,0.7749999761581421
45,0.03823304548859596,0.9678798913955688,0.9873529672622681,0.729806125164032,0.9682536125183105,0.8650000095367432
46,0.03537134453654289,0.9686670899391174,0.9888235330581665,0.6220635771751404,0.9689813256263733,0.7900000214576721
47,0.024908550083637238,0.9693582653999329,0.9920588135719299,0.8083338737487793,0.9697137475013733,0.7950000166893005
48,0.012387542985379696,0.9700765609741211,0.9961764812469482,0.4893217384815216,0.9704585075378418,0.8799999952316284
49,0.006963356863707304,0.9708618521690369,0.9976470470428467,0.7723020315170288,0.9712064862251282,0.8299999833106995
